sku,name_ar,name_en,description_ar,description_en,brand_slug,category_slug,base_price_egp,vat_exempt,authenticity,specs_json,status
EPSON-T6735,حبر Epson T6735 أصلي سماوي فاتح,Epson T6735 Light Cyan Original Ink Bottle,حبر Epson T6735 سماوي فاتح لـ L800 / L1800.,Epson T6735 light cyan for L800 / L1800.,epson,ink-cartridges,395,false,GENUINE,"{""volume"":""70ml"",""color"":""Light Cyan""}",ACTIVE
EPSON-T6736,حبر Epson T6736 أصلي ماجنتا فاتح,Epson T6736 Light Magenta Original Ink Bottle,حبر Epson T6736 ماجنتا فاتح لـ L800 / L1800.,Epson T6736 light magenta for L800 / L1800.,epson,ink-cartridges,395,false,GENUINE,"{""volume"":""70ml"",""color"":""Light Magenta""}",ACTIVE
EPSON-504,حبر Epson 504 أصلي أسود,Epson 504 Black Original Ink Bottle,حبر Epson 504 أسود لـ L4150 / L6170.,Epson 504 black for L4150 / L6170.,epson,ink-cartridges,425,false,GENUINE,"{""volume"":""127ml"",""color"":""Black""}",ACTIVE
EPSON-504-C,حبر Epson 504 أصلي سيان,Epson 504 Cyan Original Ink Bottle,حبر Epson 504 سيان لـ L4150 / L6170.,Epson 504 cyan for L4150 / L6170.,epson,ink-cartridges,325,false,GENUINE,"{""volume"":""70ml"",""color"":""Cyan""}",ACTIVE
EPSON-504-M,حبر Epson 504 أصلي ماجنتا,Epson 504 Magenta Original Ink Bottle,حبر Epson 504 ماجنتا لـ L4150 / L6170.,Epson 504 magenta for L4150 / L6170.,epson,ink-cartridges,325,false,GENUINE,"{""volume"":""70ml"",""color"":""Magenta""}",ACTIVE
EPSON-504-Y,حبر Epson 504 أصلي أصفر,Epson 504 Yellow Original Ink Bottle,حبر Epson 504 أصفر لـ L4150 / L6170.,Epson 504 yellow for L4150 / L6170.,epson,ink-cartridges,325,false,GENUINE,"{""volume"":""70ml"",""color"":""Yellow""}",ACTIVE
BROTHER-LC3617-BK,حبر Brother LC3617 أصلي أسود,Brother LC3617 Black Original Ink Cartridge,حبر Brother LC3617 أسود لـ MFC-J2330 / J3530.,Brother LC3617 black for MFC-J2330 / J3530.,brother,ink-cartridges,795,false,GENUINE,"{""color"":""Black""}",ACTIVE
BROTHER-LC3617-C,حبر Brother LC3617 أصلي سيان,Brother LC3617 Cyan Original Ink Cartridge,حبر Brother LC3617 سيان لـ MFC-J2330.,Brother LC3617 cyan for MFC-J2330.,brother,ink-cartridges,695,false,GENUINE,"{""color"":""Cyan""}",ACTIVE
BROTHER-LC3617-M,حبر Brother LC3617 أصلي ماجنتا,Brother LC3617 Magenta Original Ink Cartridge,حبر Brother LC3617 ماجنتا لـ MFC-J2330.,Brother LC3617 magenta for MFC-J2330.,brother,ink-cartridges,695,false,GENUINE,"{""color"":""Magenta""}",ACTIVE
BROTHER-LC3617-Y,حبر Brother LC3617 أصلي أصفر,Brother LC3617 Yellow Original Ink Cartridge,حبر Brother LC3617 أصفر لـ MFC-J2330.,Brother LC3617 yellow for MFC-J2330.,brother,ink-cartridges,695,false,GENUINE,"{""color"":""Yellow""}",ACTIVE
HP-NO-94,خرطوشة حبر HP 94 أسود أصلية,HP 94 Black Original Ink Cartridge,حبر HP 94 لطابعات Deskjet 460 / OfficeJet 100.,HP 94 ink for Deskjet 460 / OfficeJet 100.,hp,ink-cartridges,595,false,GENUINE,"{""color"":""Black""}",ACTIVE
HP-NO-95,خرطوشة حبر HP 95 ثلاثي الألوان أصلية,HP 95 Tri-Color Original Ink Cartridge,حبر ثلاثي الألوان HP 95 لطابعات Deskjet 460 / OfficeJet 100.,HP 95 tri-color ink for Deskjet 460 / OfficeJet 100.,hp,ink-cartridges,695,false,GENUINE,"{""color"":""Tri-color""}",ACTIVE
HP-NO-682,خرطوشة حبر HP 682 أسود أصلية,HP 682 Black Original Ink Cartridge,حبر HP 682 لطابعات DeskJet 2778 / 2838 / 6075.,HP 682 ink for DeskJet 2778 / 2838 / 6075.,hp,ink-cartridges,395,false,GENUINE,"{""color"":""Black""}",ACTIVE
HP-NO-682-COLOR,خرطوشة حبر HP 682 ألوان أصلية,HP 682 Tri-Color Original Ink Cartridge,حبر HP 682 ألوان لطابعات DeskJet 2778 / 2838.,HP 682 tri-color for DeskJet 2778 / 2838.,hp,ink-cartridges,495,false,GENUINE,"{""color"":""Tri-color""}",ACTIVE
HP-NO-305-BK,خرطوشة حبر HP 305 أسود أصلية,HP 305 Black Original Ink Cartridge,حبر HP 305 لطابعات DeskJet 2720 / Envy 6020.,HP 305 ink for DeskJet 2720 / Envy 6020.,hp,ink-cartridges,595,false,GENUINE,"{""color"":""Black""}",ACTIVE
HP-NO-305-COLOR,خرطوشة حبر HP 305 ألوان أصلية,HP 305 Tri-Color Original Ink Cartridge,حبر HP 305 ألوان لـ DeskJet 2720 / Envy 6020.,HP 305 tri-color for DeskJet 2720 / Envy 6020.,hp,ink-cartridges,695,false,GENUINE,"{""color"":""Tri-color""}",ACTIVE
HP-NO-302-BK,خرطوشة حبر HP 302 أسود أصلية,HP 302 Black Original Ink Cartridge,حبر HP 302 لـ DeskJet 3630 / OfficeJet 3830.,HP 302 ink for DeskJet 3630 / OfficeJet 3830.,hp,ink-cartridges,495,false,GENUINE,"{""color"":""Black""}",ACTIVE
HP-NO-302-COLOR,خرطوشة حبر HP 302 ألوان أصلية,HP 302 Tri-Color Original Ink Cartridge,حبر HP 302 ألوان لـ DeskJet 3630 / OfficeJet 3830.,HP 302 tri-color for DeskJet 3630 / OfficeJet 3830.,hp,ink-cartridges,595,false,GENUINE,"{""color"":""Tri-color""}",ACTIVE
HP-GT-51,حبر HP GT51 أصلي أسود 90 مل,HP GT51 Black Original Ink Bottle 90ml,حبر HP GT51 أسود لـ Ink Tank 315 / 415.,HP GT51 black for Ink Tank 315 / 415.,hp,ink-cartridges,295,false,GENUINE,"{""volume"":""90ml"",""color"":""Black""}",ACTIVE
HP-GT-52-C,حبر HP GT52 سيان 70 مل,HP GT52 Cyan Original Ink Bottle 70ml,حبر HP GT52 سيان لـ Ink Tank 315 / 415.,HP GT52 cyan for Ink Tank 315 / 415.,hp,ink-cartridges,275,false,GENUINE,"{""volume"":""70ml"",""color"":""Cyan""}",ACTIVE
HP-GT-52-M,حبر HP GT52 ماجنتا 70 مل,HP GT52 Magenta Original Ink Bottle 70ml,حبر HP GT52 ماجنتا لـ Ink Tank 315 / 415.,HP GT52 magenta for Ink Tank 315 / 415.,hp,ink-cartridges,275,false,GENUINE,"{""volume"":""70ml"",""color"":""Magenta""}",ACTIVE
HP-GT-52-Y,حبر HP GT52 أصفر 70 مل,HP GT52 Yellow Original Ink Bottle 70ml,حبر HP GT52 أصفر لـ Ink Tank 315 / 415.,HP GT52 yellow for Ink Tank 315 / 415.,hp,ink-cartridges,275,false,GENUINE,"{""volume"":""70ml"",""color"":""Yellow""}",ACTIVE
EPSON-L3150,طابعة Epson EcoTank L3150 ملونة,Epson EcoTank L3150 Color Printer,طابعة متعددة الوظائف بخزانات حبر لتوفير التكاليف — ملون / سكان / كوبي / Wi-Fi.,All-in-one EcoTank printer with Wi-Fi: print / scan / copy.,epson,printers,8950,false,GENUINE,"{""type"":""Inkjet All-in-One"",""connectivity"":""USB / Wi-Fi""}",ACTIVE
EPSON-L3250,طابعة Epson EcoTank L3250 Wi-Fi,Epson EcoTank L3250 Wi-Fi Printer,طابعة EcoTank متعددة الوظائف مع Wi-Fi Direct ودعم الطباعة من الهاتف.,EcoTank all-in-one with Wi-Fi Direct and mobile printing.,epson,printers,9950,false,GENUINE,"{""type"":""Inkjet All-in-One"",""connectivity"":""Wi-Fi / Wi-Fi Direct""}",ACTIVE
EPSON-L3210,طابعة Epson EcoTank L3210 ملونة,Epson EcoTank L3210 Color Printer,طابعة EcoTank اقتصادية ملونة طباعة / سكان / كوبي.,Affordable EcoTank color printer — print / scan / copy.,epson,printers,7950,false,GENUINE,"{""type"":""Inkjet All-in-One""}",ACTIVE
EPSON-L4260,طابعة Epson EcoTank L4260 Wi-Fi Duplex,Epson EcoTank L4260 Wi-Fi Duplex Printer,طابعة EcoTank مع Wi-Fi وطباعة تلقائية على الوجهين.,EcoTank with Wi-Fi and automatic duplex.,epson,printers,12450,false,GENUINE,"{""type"":""Inkjet All-in-One"",""duplex"":""true""}",ACTIVE
EPSON-L6170,طابعة Epson EcoTank L6170 MFP,Epson EcoTank L6170 MFP,طابعة EcoTank احترافية متعددة الوظائف مع Ethernet.,Professional EcoTank MFP with Ethernet.,epson,printers,18950,false,GENUINE,"{""type"":""Inkjet MFP"",""connectivity"":""Wi-Fi / Ethernet""}",ACTIVE
EPSON-L1300,طابعة Epson L1300 A3,Epson L1300 A3 Printer,طابعة حبر A3 بخزانات حبر للمحترفين.,Epson L1300 A3 ink-tank printer.,epson,printers,24950,false,GENUINE,"{""type"":""Inkjet A3""}",ACTIVE
HP-M404DW,طابعة HP LaserJet Pro M404dw,HP LaserJet Pro M404dw Printer,طابعة ليزر أحادية اللون سريعة للمكاتب الصغيرة والمتوسطة.,Fast monochrome laser printer for small and medium offices.,hp,printers,13950,false,GENUINE,"{""type"":""Monochrome Laser"",""speed"":""38 ppm"",""connectivity"":""Wi-Fi / Ethernet""}",ACTIVE
HP-M404N,طابعة HP LaserJet Pro M404n,HP LaserJet Pro M404n Printer,طابعة ليزر أحادية اللون مع Ethernet.,Monochrome laser printer with Ethernet.,hp,printers,11950,false,GENUINE,"{""type"":""Monochrome Laser"",""speed"":""38 ppm""}",ACTIVE
HP-M428FDW,طابعة HP LaserJet Pro MFP M428fdw,HP LaserJet Pro MFP M428fdw,طابعة متعددة الوظائف أحادية اللون — طباعة / سكان / فاكس / كوبي.,All-in-one monochrome laser: print / scan / fax / copy.,hp,printers,23500,false,GENUINE,"{""type"":""Monochrome MFP"",""speed"":""40 ppm"",""adf"":""true""}",ACTIVE
HP-M283FDW,طابعة HP ColorLaserJet MFP M283fdw,HP ColorLaserJet Pro MFP M283fdw,طابعة ليزر ملونة متعددة الوظائف مع ADF.,Color laser multi-function printer with ADF.,hp,printers,29500,false,GENUINE,"{""type"":""Color MFP"",""speed"":""22 ppm"",""adf"":""true""}",ACTIVE
HP-M454DW,طابعة HP ColorLaserJet Pro M454dw,HP ColorLaserJet Pro M454dw,طابعة ليزر ملونة مع Wi-Fi وطباعة ثنائية الوجه.,Color laser with Wi-Fi and duplex.,hp,printers,25950,false,GENUINE,"{""type"":""Color Laser"",""duplex"":""true""}",ACTIVE
HP-M479FDW,طابعة HP ColorLaserJet MFP M479fdw,HP ColorLaserJet Pro MFP M479fdw,طابعة ليزر ملونة متعددة الوظائف — طباعة / سكان / فاكس.,Color laser MFP — print / scan / fax.,hp,printers,42950,false,GENUINE,"{""type"":""Color MFP""}",ACTIVE
HP-P1102,طابعة HP LaserJet P1102,HP LaserJet P1102 Printer,طابعة ليزر اقتصادية أحادية اللون للمنزل.,Affordable monochrome laser for home use.,hp,printers,5950,false,GENUINE,"{""type"":""Monochrome Laser""}",ACTIVE
HP-M209DW,طابعة HP LaserJet M209dw,HP LaserJet M209dw Printer,طابعة ليزر أحادية اللون مع Wi-Fi.,Monochrome laser with Wi-Fi.,hp,printers,8450,false,GENUINE,"{""type"":""Monochrome Laser""}",ACTIVE
HP-M140W,طابعة HP LaserJet MFP M140w,HP LaserJet MFP M140w,طابعة متعددة الوظائف أحادية اللون مع Wi-Fi.,Monochrome MFP with Wi-Fi.,hp,printers,9950,false,GENUINE,"{""type"":""Monochrome MFP""}",ACTIVE
HP-INK-2720,طابعة HP DeskJet 2720,HP DeskJet 2720 All-in-One,طابعة حبر ملونة متعددة الوظائف للمنزل.,Home all-in-one color inkjet.,hp,printers,4950,false,GENUINE,"{""type"":""Inkjet All-in-One""}",ACTIVE
HP-INK-6075,طابعة HP Ink Tank 6075,HP Ink Tank 6075 All-in-One,طابعة بخزانات حبر متعددة الوظائف مع Wi-Fi.,Ink-tank all-in-one with Wi-Fi.,hp,printers,11450,false,GENUINE,"{""type"":""Inkjet All-in-One""}",ACTIVE
CANON-LBP6030,طابعة Canon LBP6030 ليزر,Canon LBP6030 Laser Printer,طابعة ليزر اقتصادية أحادية اللون للاستخدام الشخصي والمكتبي.,Affordable monochrome laser printer for home and office.,canon,printers,5950,false,GENUINE,"{""type"":""Monochrome Laser"",""speed"":""18 ppm""}",ACTIVE
CANON-LBP6230,طابعة Canon LBP6230DN ليزر مع Ethernet,Canon LBP6230DN Laser Printer with Ethernet,طابعة ليزر أحادية اللون مع Ethernet وطباعة تلقائية.,Monochrome laser with Ethernet and duplex.,canon,printers,7950,false,GENUINE,"{""type"":""Monochrome Laser"",""duplex"":""true""}",ACTIVE
CANON-MF3010,طابعة Canon imageCLASS MF3010,Canon imageCLASS MF3010 MFP,طابعة ليزر متعددة الوظائف أحادية اللون للمكاتب الصغيرة.,Monochrome laser MFP for small offices.,canon,printers,7450,false,GENUINE,"{""type"":""Monochrome MFP""}",ACTIVE
CANON-MF113W,طابعة Canon i-SENSYS MF113w,Canon i-SENSYS MF113w MFP,طابعة ليزر متعددة الوظائف مع Wi-Fi.,Monochrome laser MFP with Wi-Fi.,canon,printers,9450,false,GENUINE,"{""type"":""Monochrome MFP""}",ACTIVE
CANON-G3420,طابعة Canon PIXMA G3420,Canon PIXMA G3420 Printer,طابعة ملونة بخزانات حبر مع Wi-Fi — طباعة / سكان / كوبي.,Color ink-tank all-in-one with Wi-Fi.,canon,printers,10950,false,GENUINE,"{""type"":""Inkjet All-in-One"",""connectivity"":""Wi-Fi""}",ACTIVE
CANON-G2420,طابعة Canon PIXMA G2420,Canon PIXMA G2420 Printer,طابعة بخزانات حبر متعددة الوظائف.,Ink-tank all-in-one.,canon,printers,8950,false,GENUINE,"{""type"":""Inkjet All-in-One""}",ACTIVE
CANON-G4411,طابعة Canon PIXMA G4411,Canon PIXMA G4411 Printer,طابعة بخزانات حبر متعددة الوظائف مع فاكس.,Ink-tank all-in-one with fax.,canon,printers,12950,false,GENUINE,"{""type"":""Inkjet MFP"",""fax"":""true""}",ACTIVE
CANON-MG3070,طابعة Canon PIXMA MG3070,Canon PIXMA MG3070 Printer,طابعة حبر متعددة الوظائف للمنزل.,Home all-in-one inkjet.,canon,printers,4950,false,GENUINE,"{""type"":""Inkjet All-in-One""}",ACTIVE
BROTHER-HL-L2375DW,طابعة Brother HL-L2375DW ليزر Wi-Fi,Brother HL-L2375DW Laser Printer,طابعة ليزر أحادية اللون مع Wi-Fi وطباعة تلقائية على الوجهين.,Monochrome laser printer with Wi-Fi and duplex.,brother,printers,11950,false,GENUINE,"{""type"":""Monochrome Laser"",""duplex"":""true""}",ACTIVE
BROTHER-HL-L2321D,طابعة Brother HL-L2321D ليزر Duplex,Brother HL-L2321D Laser Printer with Duplex,طابعة ليزر أحادية اللون مع طباعة تلقائية على الوجهين.,Monochrome laser with duplex.,brother,printers,8950,false,GENUINE,"{""type"":""Monochrome Laser""}",ACTIVE
BROTHER-MFC-L2715DW,طابعة Brother MFC-L2715DW MFP,Brother MFC-L2715DW MFP,طابعة ليزر متعددة الوظائف أحادية اللون مع فاكس.,Monochrome laser MFP with fax.,brother,printers,14950,false,GENUINE,"{""type"":""Monochrome MFP"",""duplex"":""true""}",ACTIVE
BROTHER-DCP-L2540DW,طابعة Brother DCP-L2540DW MFP,Brother DCP-L2540DW MFP,طابعة ليزر متعددة الوظائف بدون فاكس مع Wi-Fi.,Monochrome laser MFP without fax.,brother,printers,12450,false,GENUINE,"{""type"":""Monochrome MFP""}",ACTIVE
BROTHER-MFC-J2330DW,طابعة Brother MFC-J2330DW A3 حبر,Brother MFC-J2330DW A3 Inkjet MFP,طابعة حبر A3 متعددة الوظائف مع فاكس.,A3 inkjet MFP with fax.,brother,printers,24950,false,GENUINE,"{""type"":""Inkjet A3 MFP""}",ACTIVE
SAMSUNG-M2020W,طابعة Samsung Xpress M2020W ليزر Wi-Fi,Samsung Xpress M2020W Wi-Fi Laser Printer,طابعة ليزر مدمجة مع Wi-Fi.,Compact laser printer with Wi-Fi.,samsung,printers,6450,false,GENUINE,"{""type"":""Monochrome Laser""}",ACTIVE
SAMSUNG-M2070W,طابعة Samsung Xpress M2070W MFP,Samsung Xpress M2070W MFP,طابعة ليزر متعددة الوظائف مع Wi-Fi.,Monochrome laser MFP with Wi-Fi.,samsung,printers,8950,false,GENUINE,"{""type"":""Monochrome MFP""}",ACTIVE
KYOCERA-M2040DN,طابعة Kyocera ECOSYS M2040dn MFP,Kyocera ECOSYS M2040dn MFP,طابعة Kyocera ليزر متعددة الوظائف للمكاتب.,Kyocera laser MFP for offices.,kyocera,printers,21500,false,GENUINE,"{""type"":""Monochrome MFP"",""duplex"":""true""}",ACTIVE
XEROX-3335,طابعة Xerox WorkCentre 3335 MFP,Xerox WorkCentre 3335 MFP,طابعة Xerox متعددة الوظائف للمكاتب المتوسطة.,Xerox MFP for medium offices.,xerox,printers,28950,false,GENUINE,"{""type"":""Monochrome MFP""}",ACTIVE
PAPER-A4-80-500,ورق طباعة A4 80 جرام — 500 ورقة,A4 Printing Paper 80gsm — 500 Sheets,ورق طباعة عالي الجودة A4 بكثافة 80 جرام لجميع الطابعات المنزلية والمكتبية.,Premium 80gsm A4 paper suitable for all home and office printers.,generic,paper-media,175,true,GENUINE,"{""size"":""A4"",""weight"":""80gsm"",""sheets"":""500""}",ACTIVE
PAPER-A4-80-2500,ورق طباعة A4 80 جرام — 2500 ورقة,A4 Printing Paper 80gsm — Case of 2500,كرتونة ورق طباعة A4 كاملة (5 رزم × 500) — عرض الجملة.,A4 paper case (5 reams of 500) — bulk wholesale.,generic,paper-media,825,true,GENUINE,"{""size"":""A4"",""weight"":""80gsm"",""sheets"":""2500""}",ACTIVE
PAPER-A4-70-500,ورق طباعة A4 70 جرام — 500 ورقة,A4 Printing Paper 70gsm — 500 Sheets,ورق طباعة A4 70 جرام اقتصادي.,Affordable 70gsm A4 paper.,generic,paper-media,145,true,GENUINE,"{""size"":""A4"",""weight"":""70gsm"",""sheets"":""500""}",ACTIVE
PAPER-A3-80-500,ورق طباعة A3 80 جرام — 500 ورقة,A3 Printing Paper 80gsm — 500 Sheets,ورق A3 عالي الجودة لتطبيقات الطباعة الكبيرة والمخططات.,Premium A3 paper for plans and large-format printing.,generic,paper-media,395,true,GENUINE,"{""size"":""A3"",""weight"":""80gsm"",""sheets"":""500""}",ACTIVE
PAPER-A3-80-2500,ورق طباعة A3 80 جرام — 2500 ورقة,A3 Printing Paper 80gsm — Case of 2500,كرتونة ورق A3 (5 رزم × 500).,A3 paper case (5 reams of 500).,generic,paper-media,1895,true,GENUINE,"{""size"":""A3"",""weight"":""80gsm"",""sheets"":""2500""}",ACTIVE
PAPER-PHOTO-A4-25,ورق فوتوغرافي A4 لامع — 25 ورقة,Photo Paper A4 Glossy — 25 Sheets,ورق فوتوغرافي لامع 200 جرام — مثالي للطباعة الاحترافية.,200gsm glossy photo paper — ideal for professional photo prints.,generic,paper-media,145,true,GENUINE,"{""size"":""A4"",""weight"":""200gsm"",""finish"":""Glossy""}",ACTIVE
PAPER-PHOTO-A4-50,ورق فوتوغرافي A4 لامع — 50 ورقة,Photo Paper A4 Glossy — 50 Sheets,ورق فوتوغرافي لامع 200 جرام — رزمة 50 ورقة.,200gsm glossy photo paper — 50 sheets.,generic,paper-media,275,true,GENUINE,"{""size"":""A4"",""weight"":""200gsm"",""finish"":""Glossy""}",ACTIVE
PAPER-PHOTO-A4-MATTE-25,ورق فوتوغرافي A4 مط — 25 ورقة,Photo Paper A4 Matte — 25 Sheets,ورق فوتوغرافي مط 180 جرام.,180gsm matte photo paper.,generic,paper-media,135,true,GENUINE,"{""size"":""A4"",""finish"":""Matte""}",ACTIVE
PAPER-A5-80-500,ورق طباعة A5 80 جرام — 500 ورقة,A5 Printing Paper 80gsm — 500 Sheets,ورق A5 80 جرام للطباعة المنزلية.,A5 80gsm paper for home printing.,generic,paper-media,95,true,GENUINE,"{""size"":""A5"",""weight"":""80gsm""}",ACTIVE
PAPER-LETTER-500,ورق طباعة Letter 80 جرام — 500 ورقة,Letter Printing Paper 80gsm — 500 Sheets,ورق Letter للطباعة الأمريكية.,US Letter 80gsm paper — 500 sheets.,generic,paper-media,185,true,GENUINE,"{""size"":""Letter"",""weight"":""80gsm""}",ACTIVE
PART-FUSER-M404,وحدة صهر HP M404 / M428 بديلة,HP M404 / M428 Fuser Assembly (Replacement),وحدة صهر متوافقة بديلة لطابعات HP LaserJet M404 / M428.,Compatible replacement fuser assembly for HP M404 / M428.,hp,parts-accessories,1950,false,COMPATIBLE,"{""part_type"":""Fuser Assembly""}",ACTIVE
PART-FUSER-P1102,وحدة صهر HP P1102 بديلة,HP P1102 Fuser Assembly (Replacement),وحدة صهر متوافقة لطابعات HP LaserJet P1102 / M1132.,Compatible fuser for HP LaserJet P1102 / M1132.,hp,parts-accessories,1450,false,COMPATIBLE,"{""part_type"":""Fuser Assembly""}",ACTIVE
PART-DRUM-TN2480,اسطوانة تصوير Brother DR-2485,Brother DR-2485 Drum Unit,اسطوانة تصوير أصلية Brother — 30000 صفحة.,"Genuine Brother drum unit — 30,000 page yield.",brother,parts-accessories,3450,false,GENUINE,"{""yield"":""30000 pages""}",ACTIVE
PART-DRUM-CF232A,اسطوانة تصوير HP 32A أصلية,HP 32A Original Imaging Drum,اسطوانة تصوير HP 32A لـ LaserJet Pro M148 / M227.,HP 32A imaging drum for LaserJet Pro M148 / M227.,hp,parts-accessories,3950,false,GENUINE,"{""yield"":""23000 pages""}",ACTIVE
PART-DRUM-CANON-120,اسطوانة Canon 120 أصلية,Canon 120 Original Drum,اسطوانة Canon 120 لطابعات MF4410 / MF4440.,Canon 120 drum for MF4410 / MF4440.,canon,parts-accessories,3250,false,GENUINE,"{""yield"":""12000 pages""}",ACTIVE
PART-WASTE-M283,علبة الحبر الزائد HP M283,HP M283 Waste Toner Box,علبة تجميع الحبر الزائد لطابعات HP ColorLaserJet M283.,Waste toner collection box for HP ColorLaserJet M283.,hp,parts-accessories,795,false,GENUINE,"{""part_type"":""Waste Toner""}",ACTIVE
PART-PICKUP-M404,أسطوانة سحب الورق HP M404 بديلة,HP M404 Paper Pickup Roller (Replacement),أسطوانة سحب ورق متوافقة لـ HP LaserJet M404.,Compatible paper pickup roller for HP LaserJet M404.,hp,parts-accessories,295,false,COMPATIBLE,"{""part_type"":""Pickup Roller""}",ACTIVE
PART-MAINT-HP-M404,عدة صيانة HP M404,HP M404 Maintenance Kit,عدة صيانة شاملة لطابعات HP LaserJet M404.,Full maintenance kit for HP LaserJet M404.,hp,parts-accessories,4950,false,COMPATIBLE,"{""part_type"":""Maintenance Kit""}",ACTIVE
PART-TRANSFER-M283,وحدة نقل HP M283,HP M283 Transfer Belt,وحدة نقل لطابعات HP ColorLaserJet Pro M283.,Transfer belt for HP ColorLaserJet Pro M283.,hp,parts-accessories,2450,false,GENUINE,"{""part_type"":""Transfer Belt""}",ACTIVE
ACC-USB-PRN-3M,كابل طباعة USB 2.0 — 3 متر,USB 2.0 Printer Cable — 3m,كابل توصيل USB للطابعات (A-to-B) بطول 3 متر.,"Printer USB 2.0 A-to-B cable, 3 metres.",generic,parts-accessories,95,true,GENUINE,"{""length"":""3m"",""type"":""USB 2.0 A-B""}",ACTIVE
ACC-USB-PRN-1-5M,كابل طباعة USB 2.0 — 1.5 متر,USB 2.0 Printer Cable — 1.5m,كابل طابعة USB 2.0 بطول 1.5 متر.,"Printer USB 2.0 cable, 1.5m.",generic,parts-accessories,65,true,GENUINE,"{""length"":""1.5m"",""type"":""USB 2.0 A-B""}",ACTIVE
ACC-USB-PRN-5M,كابل طباعة USB 2.0 — 5 متر,USB 2.0 Printer Cable — 5m,كابل طابعة USB 2.0 بطول 5 متر.,"Printer USB 2.0 cable, 5m.",generic,parts-accessories,145,true,GENUINE,"{""length"":""5m"",""type"":""USB 2.0 A-B""}",ACTIVE
ACC-USB-EXT-5M,كابل تمديد USB 5 متر,USB Extension Cable — 5m,كابل تمديد USB بطول 5 متر للمكاتب الكبيرة.,USB extension cable 5m for large office setups.,generic,parts-accessories,145,true,GENUINE,"{""length"":""5m""}",ACTIVE
ACC-USB-EXT-10M,كابل تمديد USB 10 متر,USB Extension Cable — 10m,كابل تمديد USB بطول 10 متر.,USB extension cable 10m.,generic,parts-accessories,225,true,GENUINE,"{""length"":""10m""}",ACTIVE
ACC-NET-CAT6-3M,كابل شبكة CAT6 — 3 متر,CAT6 Ethernet Cable — 3m,كابل شبكة CAT6 بطول 3 متر للطابعات المكتبية.,CAT6 Ethernet cable 3m for office printers.,generic,parts-accessories,75,true,GENUINE,"{""length"":""3m"",""category"":""CAT6""}",ACTIVE
ACC-NET-CAT6-5M,كابل شبكة CAT6 — 5 متر,CAT6 Ethernet Cable — 5m,كابل شبكة CAT6 بطول 5 متر.,CAT6 Ethernet cable 5m.,generic,parts-accessories,105,true,GENUINE,"{""length"":""5m"",""category"":""CAT6""}",ACTIVE
ACC-NET-CAT6-10M,كابل شبكة CAT6 — 10 متر,CAT6 Ethernet Cable — 10m,كابل شبكة CAT6 بطول 10 متر.,CAT6 Ethernet cable 10m.,generic,parts-accessories,175,true,GENUINE,"{""length"":""10m"",""category"":""CAT6""}",ACTIVE
ACC-POWER-C13-2M,كابل كهرباء IEC C13 — 2 متر,IEC C13 Power Cable — 2m,كابل كهرباء بديل 2 متر — C13 قياسي للطابعات.,Replacement 2m power cable — standard C13 for printers.,generic,parts-accessories,65,true,GENUINE,"{""length"":""2m"",""standard"":""IEC C13""}",ACTIVE
ACC-POWER-C13-5M,كابل كهرباء IEC C13 — 5 متر,IEC C13 Power Cable — 5m,كابل كهرباء C13 بطول 5 متر.,IEC C13 power cable 5m.,generic,parts-accessories,125,true,GENUINE,"{""length"":""5m"",""standard"":""IEC C13""}",ACTIVE
ACC-TONER-VACUUM,مكنسة تنظيف الطابعات,Printer Toner Vacuum Cleaner,مكنسة متخصصة في تنظيف الحبر والتونر من داخل الطابعات.,Specialized vacuum for cleaning toner dust from printers.,generic,parts-accessories,3450,false,COMPATIBLE,"{""type"":""Toner vacuum""}",ACTIVE
ACC-CLEAN-SHEETS,صفحات تنظيف الطابعة — 10 ورقات,Printer Cleaning Sheets — 10 Pack,صفحات تنظيف داخلية للطابعات — 10 ورقات.,Internal printer cleaning sheets — pack of 10.,generic,parts-accessories,95,true,GENUINE,"{""count"":""10""}",ACTIVE
ACC-LABEL-A4,ملصقات A4 للطباعة — 100 ورقة,A4 Printable Labels — 100 Sheets,ملصقات لاصقة A4 للطباعة بالليزر أو الحبر — 100 ورقة.,Laser/inkjet A4 adhesive labels — 100 sheets.,generic,paper-media,225,true,GENUINE,"{""count"":""100""}",ACTIVE
ACC-ENVELOPE-DL-500,مظروفات DL — 500 مظروف,DL Envelopes — 500 Pack,مظروفات DL للأعمال المكتبية.,DL envelopes for office mail.,generic,paper-media,195,true,GENUINE,"{""count"":""500"",""size"":""DL""}",ACTIVE
ACC-ENVELOPE-C5-250,مظروفات C5 — 250 مظروف,C5 Envelopes — 250 Pack,مظروفات C5 للأعمال المكتبية.,C5 envelopes for office mail.,generic,paper-media,145,true,GENUINE,"{""count"":""250"",""size"":""C5""}",ACTIVE
HP-TONER-REFILL-BK,مسحوق تونر إعادة تعبئة — أسود 100 جرام,Toner Refill Powder — Black 100g,مسحوق تونر عام لإعادة تعبئة خراطيش HP / Canon / Samsung.,Universal toner powder for refilling HP / Canon / Samsung cartridges.,generic,parts-accessories,175,false,COMPATIBLE,"{""weight"":""100g"",""color"":""Black""}",ACTIVE
